YEAR_MONTH,COMPANY_CODE_DESC,CUSTOMER,DIVISION_NAME,SALES,COGS,GROSS_PROFIT,OPERATING_EXPENSE,OPERATING_INCOME,NPAT,EBITDA
2022-05-01,RUNFAST GO,3000021766,Export Import,16,12.8,3.2,3.5,-0.3,-0.1,-0.2
2022-05-01,RUNFAST GO,3000022148,Export Import,7.3,6.5,0.7,1.6,-0.8,-0.8,-0.8
2022-06-01,RUNFAST GO,3000022148,Export Import,9.3,8.7,0.6,2.1,-1.5,-1.5,-1.4
2022-06-01,RUNFAST GO,3000021766,Export Import,5.8,5.8,0,1.3,-1.3,-1.4,-1.3
2022-04-01,RUNFAST GO,3000021766,Export Import,15.5,16.4,-0.9,3.1,-4,-3.9,-3.9
2022-04-01,RUNFAST GO,3000022148,Export Import,10.6,8.9,1.7,2.1,-0.4,-0.5,-0.4
2022-02-01,RUNFAST GO,3000021766,Export Import,5.5,4.9,0.5,0.6,-0.1,-0.2,-0.1
2022-02-01,RUNFAST GO,3000017571,Export Import,3.9,3.2,0.7,0.4,0.2,0.2,0.3
2022-03-01,RUNFAST GO,3000021766,Export Import,13,12.2,0.8,1.3,-0.5,-0.5,-0.4
2022-03-01,RUNFAST GO,3000017571,Export Import,13.3,10.1,3.2,1.3,1.9,1.8,1.9
2022-01-01,RUNFAST GO,3000017571,Export Import,11.3,11.8,-0.5,1.7,-2.2,-2.4,-2.2
2022-01-01,RUNFAST GO,3000021766,Export Import,16.1,16.9,-0.8,2.5,-3.3,-3.6,-3.2
2022-08-01,RUNFAST GO,3000004389,Bulk Transportation,28,25,3,16.2,-13.1,-14.2,-12.7
2022-06-01,RUNFAST GO,3000004389,Bulk Transportation,34.7,36.1,-1.4,53.3,-54.7,-56.9,-53.3
2022-07-01,RUNFAST GO,3000004389,Bulk Transportation,44.2,44.4,-0.1,53,-53.1,-59.1,-51.6
2022-04-01,RUNFAST GO,3000004389,Bulk Transportation,38.1,31.9,6.1,63.2,-57.1,-58.6,-55.6
2022-05-01,RUNFAST GO,3000004389,Bulk Transportation,51,38.3,12.7,34.8,-22.1,-22.7,-21.1
2022-03-01,RUNFAST GO,3000004389,Bulk Transportation,28,17.2,10.8,0.9,9.9,10.4,9.9
2022-01-01,RUNFAST GO,3000004389,Bulk Transportation,89.6,54.6,35,14.1,20.9,-12.1,21.2
2022-02-01,RUNFAST GO,3000004389,Bulk Transportation,44.8,31.6,13.2,58,-44.9,-48.7,-43.4
2022-08-01,RUNFAST GO,8000000015,Bulk Transportation,62.3,119.4,-57.1,36.4,-93.5,-94.4,-92.5
2022-05-01,RUNFAST GO,8000000015,Bulk Transportation,17.9,18.7,-0.8,17.6,-18.4,-18.4,-17.9
2022-03-01,RUNFAST GO,3000022080,Bulk Transportation,155.3,130.9,24.4,4.8,19.6,20.1,19.8
2022-03-01,RUNFAST GO,3000005979,Bulk Transportation,274.6,245.7,28.9,8.4,20.5,21,20.7
2022-03-01,RUNFAST GO,8000000015,Bulk Transportation,1288.5,1183.6,104.9,39.4,65.4,65.9,66.4
2022-03-01,RUNFAST GO,3000000125,Bulk Transportation,226.7,204.7,22,6.9,15.1,15.4,15.2
2022-01-01,RUNFAST GO,8000000015,Bulk Transportation,276.7,270.8,5.9,43.8,-37.9,-7.7,-36.8
2022-08-01,RUNFAST GO,3000007677,Non Bulk Transport & Rental,44.7,22.5,22.2,5.9,16.2,17,16.4
2022-08-01,RUNFAST GO,3000017698,Non Bulk Transport & Rental,18.3,30.2,-11.9,2.4,-14.3,-14.4,-14.2
2022-08-01,RUNFAST GO,3000016749,Non Bulk Transport & Rental,34.2,30.8,3.4,4.6,-1.1,-0.6,-1
2022-08-01,RUNFAST GO,3000003865,Non Bulk Transport & Rental,42.4,46.7,-4.3,5.7,-10,-9.8,-9.8
2022-08-01,RUNFAST GO,3000001618,Non Bulk Transport & Rental,49.5,26.3,23.2,6.6,16.6,17,16.8
2022-08-01,RUNFAST GO,3000005216,Non Bulk Transport & Rental,66.1,63.3,2.7,8.8,-6,-4,-5.8
2022-08-01,RUNFAST GO,8000000017,Non Bulk Transport & Rental,3.3,2.7,0.6,0.4,0.2,0.1,0.2
2022-08-01,RUNFAST GO,3000020650,Non Bulk Transport & Rental,8.8,8.8,-0.1,1.2,-1.2,-1.2,-1.2
2022-07-01,RUNFAST GO,3000005216,Non Bulk Transport & Rental,141.4,152.5,-11.1,17.4,-28.6,-17.5,-28
2022-07-01,RUNFAST GO,3000009294,Non Bulk Transport & Rental,23.8,22.7,1.1,2.9,-1.8,-1.3,-1.7
2022-07-01,RUNFAST GO,3000017698,Non Bulk Transport & Rental,23.2,23.4,-0.2,2.9,-3,-3.2,-2.9
2022-07-01,RUNFAST GO,3000007677,Non Bulk Transport & Rental,58,28.9,29.1,7.2,21.9,25.9,22.8
2022-07-01,RUNFAST GO,3000016749,Non Bulk Transport & Rental,51.3,44.6,6.6,6.3,0.3,3.8,0.5
2022-07-01,RUNFAST GO,3000010657,Non Bulk Transport & Rental,212,183.7,28.3,26.2,2.1,3.2,2.9
2022-07-01,RUNFAST GO,3000003865,Non Bulk Transport & Rental,33,31.4,1.6,4.1,-2.5,-1.4,-2.4
2022-07-01,RUNFAST GO,3000006457,Non Bulk Transport & Rental,1.5,1,0.5,0.2,0.3,0.3,0.3
2022-07-01,RUNFAST GO,3000001618,Non Bulk Transport & Rental,45.5,28.9,16.6,5.6,10.9,12.9,11.1
2022-08-01,RUNFAST GO,3000010657,Non Bulk Transport & Rental,36,27.9,8.1,4.8,3.3,3.5,3.4
2022-05-01,RUNFAST GO,8000000017,Non Bulk Transport & Rental,14,16.7,-2.6,2,-4.7,-4.8,-4.6
2022-05-01,RUNFAST GO,3000018615,Non Bulk Transport & Rental,3.5,2.4,1.1,0.5,0.6,1.1,0.6
2022-05-01,RUNFAST GO,3000004648,Non Bulk Transport & Rental,14,7.9,6.1,2,4.1,4.3,4.2
2022-05-01,RUNFAST GO,3000016749,Non Bulk Transport & Rental,30.7,30.9,-0.2,4.4,-4.7,-3.8,-4.5
2022-05-01,RUNFAST GO,3000007677,Non Bulk Transport & Rental,25,15.9,9.1,3.6,5.5,6.1,5.6
2022-05-01,RUNFAST GO,3000005216,Non Bulk Transport & Rental,45,41.7,3.3,6.5,-3.3,-1.8,-3.1
2022-05-01,RUNFAST GO,3000001618,Non Bulk Transport & Rental,27.2,20.3,6.8,4,2.9,3.2,3
2022-05-01,RUNFAST GO,3000017698,Non Bulk Transport & Rental,10.9,12.5,-1.7,1.6,-3.2,-3.3,-3.2
2022-05-01,RUNFAST GO,3000009294,Non Bulk Transport & Rental,5.6,4.2,1.4,0.8,0.6,0.6,0.6
2022-05-01,RUNFAST GO,3000003865,Non Bulk Transport & Rental,4.1,3.5,0.6,0.6,0,0.1,0
2022-06-01,RUNFAST GO,3000007677,Non Bulk Transport & Rental,42.5,27,15.5,4.9,10.6,12.1,10.7
2022-06-01,RUNFAST GO,3000004648,Non Bulk Transport & Rental,7.1,3.9,3.1,0.8,2.3,2.8,2.3
2022-06-01,RUNFAST GO,3000009294,Non Bulk Transport & Rental,37.7,45.8,-8.1,4.3,-12.4,-12.3,-12.3
2022-06-01,RUNFAST GO,3000005216,Non Bulk Transport & Rental,145.9,118.9,27,16.8,10.2,14.3,10.7
2022-06-01,RUNFAST GO,3000016749,Non Bulk Transport & Rental,43.5,40.8,2.7,5,-2.3,-0.6,-2.1
2022-06-01,RUNFAST GO,3000003865,Non Bulk Transport & Rental,34.2,32.1,2.1,3.9,-1.8,-1.4,-1.7
2022-06-01,RUNFAST GO,3000009517,Non Bulk Transport & Rental,0.3,0.2,0.1,0,0.1,0.1,0.1
2022-06-01,RUNFAST GO,3000017698,Non Bulk Transport & Rental,33.7,26.8,6.9,3.8,3,3,3.1
2022-06-01,RUNFAST GO,8000000017,Non Bulk Transport & Rental,3.3,7.2,-3.9,0.4,-4.3,-4.6,-4.3
2022-06-01,RUNFAST GO,3000001618,Non Bulk Transport & Rental,33.5,23.4,10.1,3.8,6.3,7,6.4
2022-06-01,RUNFAST GO,3000019373,Non Bulk Transport & Rental,6.4,6.7,-0.3,0.7,-1,-1,-1
2022-06-01,RUNFAST GO,3000022471,Non Bulk Transport & Rental,4.7,3.2,1.5,0.5,1,1,1
2022-04-01,RUNFAST GO,3000006280,Non Bulk Transport & Rental,60.1,61.6,-1.5,8.3,-9.8,-8.1,-9.6
2022-04-01,RUNFAST GO,3000004648,Non Bulk Transport & Rental,7.1,4.6,2.5,1,1.5,2.2,1.5
2022-04-01,RUNFAST GO,3000019640,Non Bulk Transport & Rental,3.5,3.6,-0.2,0.4,-0.5,-0.4,-0.5
2022-04-01,RUNFAST GO,3000007677,Non Bulk Transport & Rental,46.5,31.1,15.4,6.5,9,11.6,9.5
2022-04-01,RUNFAST GO,3000018615,Non Bulk Transport & Rental,69.1,72.9,-3.8,9.6,-13.3,-11.2,-13.1
2022-04-01,RUNFAST GO,3000018462,Non Bulk Transport & Rental,3.5,2.1,1.4,0.5,0.9,1,1
2022-04-01,RUNFAST GO,8000000017,Non Bulk Transport & Rental,8.3,8.5,-0.2,1.1,-1.4,-1.5,-1.3
2022-04-01,RUNFAST GO,3000016749,Non Bulk Transport & Rental,57.7,49.9,7.8,8,-0.2,3.4,0
2022-04-01,RUNFAST GO,3000005216,Non Bulk Transport & Rental,82.3,62.4,19.9,11.4,8.5,13.4,8.8
2022-04-01,RUNFAST GO,3000022084,Non Bulk Transport & Rental,5.4,5.3,0.1,0.7,-0.7,-0.7,-0.7
2022-04-01,RUNFAST GO,3000001618,Non Bulk Transport & Rental,44.9,36.2,8.7,6.2,2.5,3.8,2.6
2022-02-01,RUNFAST GO,3000001618,Non Bulk Transport & Rental,39.5,25.6,13.9,4.8,9,-9.3,9.1
2022-02-01,RUNFAST GO,3000016749,Non Bulk Transport & Rental,144.5,125.5,19,17.7,1.3,-55.7,6.2
2022-02-01,RUNFAST GO,3000018615,Non Bulk Transport & Rental,140.9,170.6,-29.8,17.3,-47,-99.3,-45.6
2022-02-01,RUNFAST GO,3000008794,Non Bulk Transport & Rental,30.4,23.5,6.9,3.7,3.1,-29,3.2
2022-02-01,RUNFAST GO,3000007677,Non Bulk Transport & Rental,43.7,23.9,19.8,5.4,14.4,-13.7,14.5
2022-02-01,RUNFAST GO,8000000017,Non Bulk Transport & Rental,12.4,9.7,2.7,1.5,1.1,-1.7,1.2
2022-02-01,RUNFAST GO,3000006280,Non Bulk Transport & Rental,39.3,33.5,5.7,4.8,0.9,-16,1
2022-02-01,RUNFAST GO,3000004648,Non Bulk Transport & Rental,16.8,10,6.8,2.1,4.7,-5.4,4.8
2022-02-01,RUNFAST GO,3000003865,Non Bulk Transport & Rental,45.2,45.3,-0.1,5.5,-5.7,-15.9,-5.5
2022-02-01,RUNFAST GO,3000009517,Non Bulk Transport & Rental,1.1,0.6,0.5,0.1,0.3,0,0.3
2022-02-01,RUNFAST GO,3000013775,Non Bulk Transport & Rental,27.4,23.2,4.2,3.4,0.8,-5.1,0.9
2022-03-01,RUNFAST GO,3000006280,Non Bulk Transport & Rental,48.4,46.9,1.4,6.3,-4.9,-4.3,-4.7
2022-03-01,RUNFAST GO,3000007677,Non Bulk Transport & Rental,56.6,35.9,20.7,7.4,13.3,14.3,13.7
2022-03-01,RUNFAST GO,3000005546,Non Bulk Transport & Rental,0.7,0.4,0.2,0.1,0.2,0.2,0.2
2022-03-01,RUNFAST GO,3000018615,Non Bulk Transport & Rental,114.5,170.6,-56.2,15,-71.2,-70.3,-70.8
2022-03-01,RUNFAST GO,3000003865,Non Bulk Transport & Rental,33.9,34.1,-0.2,4.4,-4.7,-4.3,-4.5
2022-03-01,RUNFAST GO,3000015223,Non Bulk Transport & Rental,1.4,1,0.4,0.2,0.2,0.3,0.3
2022-03-01,RUNFAST GO,8000000017,Non Bulk Transport & Rental,14.9,16.6,-1.7,1.9,-3.7,-3.7,-3.6
2022-03-01,RUNFAST GO,3000005216,Non Bulk Transport & Rental,33.7,32.5,1.2,4.4,-3.2,-1.8,-3.1
2022-03-01,RUNFAST GO,3000009294,Non Bulk Transport & Rental,4.1,0.5,3.7,0.5,3.1,3.2,3.1
2022-03-01,RUNFAST GO,3000001618,Non Bulk Transport & Rental,51,39.4,11.6,6.7,5,5.6,5.2
2022-01-01,RUNFAST GO,8000000017,Non Bulk Transport & Rental,24.8,20.4,4.4,2.7,1.6,-0.1,1.7
2022-01-01,RUNFAST GO,3000005216,Non Bulk Transport & Rental,35.9,23.9,12,4,8,-6.8,8.1
2022-01-01,RUNFAST GO,3000018615,Non Bulk Transport & Rental,113.6,100.4,13.2,12.5,0.6,-23.6,1
2022-01-01,RUNFAST GO,3000007677,Non Bulk Transport & Rental,45,23.4,21.6,5,16.7,3.3,16.8
2022-01-01,RUNFAST GO,3000009294,Non Bulk Transport & Rental,16.7,12.5,4.2,1.8,2.3,0,2.4
2022-01-01,RUNFAST GO,3000004648,Non Bulk Transport & Rental,16.6,10.2,6.4,1.8,4.5,0.2,4.6
2022-01-01,RUNFAST GO,3000016749,Non Bulk Transport & Rental,319.4,263.8,55.6,35.3,20.3,-19.6,21.2
2022-01-01,RUNFAST GO,3000004138,Non Bulk Transport & Rental,23.5,15.5,8,2.6,5.4,1.1,5.5
2022-01-01,RUNFAST GO,3000006280,Non Bulk Transport & Rental,43.9,37.9,6,4.9,1.1,-6.8,1.2
2022-01-01,RUNFAST GO,3000001618,Non Bulk Transport & Rental,38.9,24.3,14.6,4.3,10.3,2.2,10.4
2022-01-01,RUNFAST GO,3000008794,Non Bulk Transport & Rental,50.6,37,13.6,5.6,8,-11.2,8.1
2022-01-01,RUNFAST GO,3000005394,Non Bulk Transport & Rental,5.1,3.3,1.8,0.6,1.2,-0.2,1.2
2022-01-01,RUNFAST GO,3000003865,Non Bulk Transport & Rental,5,3.3,1.7,0.6,1.1,0.2,1.2
2022-02-01,RUNFAST GO,3000005216,Non Bulk Transport & Rental,44.6,44.6,0,5.5,-5.5,-40.9,-5.3
2022-02-01,RUNFAST GO,3000009294,Non Bulk Transport & Rental,4.3,6.2,-1.9,0.5,-2.4,-3.2,-2.4
2022-03-01,RUNFAST GO,3000008794,Non Bulk Transport & Rental,23.2,25.6,-2.5,3,-5.5,-4.6,-5.4
2022-03-01,RUNFAST GO,3000019640,Non Bulk Transport & Rental,11.6,9.4,2.2,1,1.4,1,1.5
2022-03-01,RUNFAST GO,3000001989,Non Bulk Transport & Rental,1.6,1.4,0.2,0.2,0,0,0
2022-07-01,RUNFAST GO,3000020764,Non Bulk Transport & Rental,32.2,26,6.2,2.1,4.2,4.5,4.6
2022-05-01,RUNFAST GO,3000022084,Non Bulk Transport & Rental,1.1,0.8,0.3,0.2,0.1,0.1,0.1
2022-07-01,RUNFAST GO,3000004648,Non Bulk Transport & Rental,5.4,5.2,0.2,0.7,-0.5,0.4,-0.5
2022-05-01,RUNFAST GO,3000001989,Non Bulk Transport & Rental,1.8,1.9,-0.1,0.3,-0.4,-0.4,-0.4
2022-03-01,RUNFAST GO,3000014770,Non Bulk Transport & Rental,9.6,10.1,-0.5,1.3,-1.8,-2.3,-1.7
2022-01-01,RUNFAST GO,3000001607,Non Bulk Transport & Rental,9.6,10,-0.4,1.1,-1.4,-0.3,-1.4
2022-02-01,RUNFAST GO,3000020764,Non Bulk Transport & Rental,7.4,6.6,0.8,0.9,-0.1,-1.6,-0.1
2022-02-01,RUNFAST GO,3000007827,Export Import,12.1,10,2.1,3.9,-1.8,0,-1.7
2022-02-01,RUNFAST GO,3000002496,Export Import,2.8,1.1,1.7,0.9,0.7,-0.2,0.8
2022-08-01,RUNFAST GO,3000005193,Export Import,307.5,268.8,38.6,21.4,17.1,16.4,17.8
2022-08-01,RUNFAST GO,3000007677,Export Import,12,7.3,4.7,0.6,4.1,4.2,4.1
2022-08-01,RUNFAST GO,3000016892,Export Import,10,3.9,6.1,0.5,5.6,5.7,5.6
2022-07-01,RUNFAST GO,3000005193,Export Import,333.1,295.9,37.2,19.8,17.3,12.1,18
2022-07-01,RUNFAST GO,3000005420,Export Import,208.4,183.8,24.6,12.4,12.2,-40.9,12.6
2022-07-01,RUNFAST GO,3000002496,Export Import,6.6,2.8,3.8,0.4,3.4,4.1,3.4
2022-07-01,RUNFAST GO,3000016892,Export Import,70.1,60.2,9.9,4.2,5.7,6.3,5.9
2022-07-01,RUNFAST GO,3000007677,Export Import,11,6.3,4.7,0.7,4.1,4.2,4.1
2022-07-01,RUNFAST GO,8000000015,Export Import,10.2,9.2,1,0.6,0.4,-0.9,0.4
2022-07-01,RUNFAST GO,8000000017,Export Import,11.2,9.9,1.2,0.7,0.6,-0.8,0.6
2022-07-01,RUNFAST GO,3000007612,Export Import,1.5,1,0.5,0.1,0.4,0.4,0.4
2022-06-01,RUNFAST GO,3000005420,Export Import,145.3,130.7,14.6,14.9,-0.3,-17.1,0.1
2022-05-01,RUNFAST GO,3000002496,Export Import,1.5,0.7,0.8,0.1,0.7,0.8,0.7
2022-05-01,RUNFAST GO,3000005193,Export Import,195.8,174.9,20.9,13.6,7.3,6,7.7
2022-05-01,RUNFAST GO,3000019899,Export Import,4.9,4.2,0.7,0.3,0.4,0.4,0.4
2022-05-01,RUNFAST GO,3000016892,Export Import,48.1,38.8,9.3,3.4,6,6,6.1
2022-06-01,RUNFAST GO,3000005193,Export Import,280.3,254.9,25.5,29.3,-3.8,-6.5,-2.9
2022-06-01,RUNFAST GO,3000016892,Export Import,49.4,37,12.5,5.1,7.4,7.6,7.5
2022-06-01,RUNFAST GO,3000002496,Export Import,3.7,1,2.7,0.4,2.3,2.5,2.3
2022-04-01,RUNFAST GO,3000019899,Export Import,9.5,7,2.5,0.5,2,2,2.1
2022-04-01,RUNFAST GO,3000016892,Export Import,17.9,13.2,4.7,0.9,3.8,4,3.8
2022-04-01,RUNFAST GO,3000002496,Export Import,12.2,4.2,8,0.6,7.4,7.8,7.4
2022-04-01,RUNFAST GO,3000000615,Export Import,2.4,1.4,1.1,0.1,0.9,1.3,0.9
2022-04-01,RUNFAST GO,3000005193,Export Import,137.5,122.1,15.3,6.9,8.5,4.2,8.7
2022-01-01,RUNFAST GO,3000005420,Export Import,122.7,103.9,18.8,23.8,-5.1,195,-4.4
2022-03-01,RUNFAST GO,3000005420,Export Import,92,77.6,14.5,7.8,6.6,-4,6.8
2022-02-01,RUNFAST GO,3000005193,Export Import,230.1,226.8,3.3,74.5,-71.2,11,-69.2
2022-02-01,RUNFAST GO,3000019899,Export Import,15.5,13.9,1.6,5,-3.4,0.3,-3.3
2022-02-01,RUNFAST GO,8000000017,Export Import,73.2,75.5,-2.3,23.8,-26,-1.4,-25.4
2022-02-01,RUNFAST GO,8000000015,Export Import,54.1,53.8,0.3,17.5,-17.2,3.8,-16.8
2022-02-01,RUNFAST GO,3000020697,Export Import,40,37.1,2.9,12.9,-10.1,-0.4,-9.8
2022-02-01,RUNFAST GO,3000016892,Export Import,6.1,5,1.1,2,-0.9,0,-0.8
2022-02-01,RUNFAST GO,3000000615,Export Import,11.8,8.5,3.2,3.8,-0.6,-1.7,-0.5
2022-03-01,RUNFAST GO,3000005193,Export Import,307.5,280.4,27.2,26.2,1,-1.4,1.6
2022-03-01,RUNFAST GO,3000000615,Export Import,17.6,10.8,6.8,1.5,5.3,5.4,5.3
2022-03-01,RUNFAST GO,3000019899,Export Import,14.2,10.8,3.4,1.2,2.2,2.2,2.3
2022-03-01,RUNFAST GO,8000000017,Export Import,29.9,27.8,2,2.6,-0.5,-1.2,-0.5
2022-01-01,RUNFAST GO,3000016892,Export Import,1.6,1.3,0.3,0.3,0,0,0
2022-01-01,RUNFAST GO,3000000615,Export Import,11.1,6.9,4.2,2.2,2,0.4,2.1
2022-01-01,RUNFAST GO,3000002496,Export Import,1.5,0.9,0.6,0.3,0.3,0.1,0.3
2022-01-01,RUNFAST GO,3000005193,Export Import,132.8,122.4,10.4,24.6,-14.1,-1.5,-13.5
2022-01-01,RUNFAST GO,3000019899,Export Import,13.3,11.1,2.2,2.6,-0.4,-0.1,-0.4
2022-03-01,RUNFAST GO,3000016892,Export Import,1.9,0.9,1,0.2,0.8,0.8,0.8
2022-03-01,RUNFAST GO,3000020697,Export Import,24,22.2,1.8,2,-0.2,-0.5,-0.2
2022-08-01,RUNFAST GO,3000022471,Non Bulk Transport & Rental,5,6.6,-1.6,0.7,-2.3,-2.2,-2.2
2022-07-01,RUNFAST GO,3000019373,Non Bulk Transport & Rental,6.3,8,-1.7,0.8,-2.4,-2.3,-2.4
2022-01-01,RUNFAST GO,3000020742,Non Bulk Transport & Rental,6.7,4.2,2.5,0.7,1.7,-0.9,1.7
2022-07-01,RUNFAST GO,3000019189,Export Import,1.4,0.4,0.9,0.1,0.9,0.9,0.9
2022-07-01,RUNFAST GO,3000002009,Export Import,4.8,2.3,2.5,0.3,2.1,2.2,2.2
2022-04-01,RUNFAST GO,3000015269,Export Import,6,4.5,1.5,0.3,1.2,1.2,1.2
2022-03-01,RUNFAST GO,3000002009,Export Import,3.9,2.3,1.6,0.3,1.2,1.3,1.3
2022-06-01,RUNFAST GO,3000010657,Export Import,1.8,1.4,0.4,0.2,0.2,0.2,0.2
2022-08-01,RUNFAST GO,3000003478,Bulk Transportation,214.5,183.6,30.9,13.9,17.1,16.4,18.9
2022-05-01,RUNFAST GO,3000003478,Bulk Transportation,328.6,387.9,-59.3,26.3,-85.6,-88.6,-84.6
2022-05-01,RUNFAST GO,3000005420,Bulk Transportation,232.2,290.2,-58.1,23.4,-81.4,-76.3,-79.5
2022-06-01,RUNFAST GO,3000007274,Bulk Transportation,92.8,78.2,14.5,6.7,7.8,4.8,8.5
2022-06-01,RUNFAST GO,3000005420,Bulk Transportation,145.3,129.2,16.1,10.8,5.3,40.1,6.5
2022-04-01,RUNFAST GO,3000005420,Bulk Transportation,644,578.4,65.6,36.8,28.8,59.2,29.8
2022-04-01,RUNFAST GO,3000003478,Bulk Transportation,887.4,868.1,19.3,50.7,-31.4,-37.1,-29
2022-03-01,RUNFAST GO,3000005420,Bulk Transportation,720.6,680,40.6,49.1,-8.5,-49.4,-6.7
2022-08-01,RUNFAST GO,3000008761,Bulk Transportation,396.3,360.7,35.6,25.3,10.2,9.4,10.9
2022-08-01,RUNFAST GO,3000012628,Bulk Transportation,81.7,70.6,11.1,5.3,5.8,5.8,5.9
2022-08-01,RUNFAST GO,3000014687,Bulk Transportation,18.7,16.2,2.5,1.2,1.3,1.3,1.4
2022-08-01,RUNFAST GO,3000010251,Bulk Transportation,7.9,6.5,1.4,0.5,0.9,0.8,0.9
2022-08-01,RUNFAST GO,3000010295,Bulk Transportation,7.2,5.9,1.3,0.5,0.8,0.8,0.9
2022-08-01,RUNFAST GO,3000006119,Bulk Transportation,402,352.5,49.5,25.9,23.6,21.7,24.3
2022-08-01,RUNFAST GO,3000013716,Bulk Transportation,1973.7,1810,163.6,154,9.7,8.6,14
2022-07-01,RUNFAST GO,3000014686,Bulk Transportation,1.7,1.3,0.4,0.2,0.2,0.2,0.3
2022-07-01,RUNFAST GO,3000007523,Bulk Transportation,17.6,13.6,3.9,1.5,2.4,2.4,2.4
2022-07-01,RUNFAST GO,3000012628,Bulk Transportation,119.3,94,25.2,10.5,14.8,14.8,15.1
2022-07-01,RUNFAST GO,3000005420,Bulk Transportation,257.8,225.8,32,22.6,9.4,21.8,10.1
2022-07-01,RUNFAST GO,3000006119,Bulk Transportation,1613.6,1373.8,239.7,141.4,98.3,90.5,102.2
2022-07-01,RUNFAST GO,3000021742,Bulk Transportation,349,344.4,4.6,30.6,-26,-26.6,-25.2
2022-07-01,RUNFAST GO,3000003478,Bulk Transportation,121,101.6,19.4,10.6,8.9,6.5,9.1
2022-05-01,RUNFAST GO,3000006119,Bulk Transportation,225,226.7,-1.7,34.9,-36.5,-44.4,-35.5
2022-05-01,RUNFAST GO,3000021742,Bulk Transportation,325.3,296.8,28.5,79.9,-51.4,-52.4,-49.2
2022-06-01,RUNFAST GO,3000006119,Bulk Transportation,369.1,384.7,-15.5,26.9,-42.4,-73.3,-41.7
2022-05-01,RUNFAST GO,3000010251,Bulk Transportation,387,344.6,42.4,24,18.4,18.2,19.1
2022-05-01,RUNFAST GO,3000010295,Bulk Transportation,356.7,317.6,39.1,22.2,16.9,16.9,17.5
2022-05-01,RUNFAST GO,3000018257,Bulk Transportation,27.1,24.1,3,1.7,1.3,1.6,1.3
2022-05-01,RUNFAST GO,3000019368,Bulk Transportation,61.4,56.2,5.2,3.8,1.4,1.1,1.5
2022-05-01,RUNFAST GO,3000003883,Bulk Transportation,274,227.9,46.1,16.7,29.3,29.5,29.8
2022-05-01,RUNFAST GO,3000017985,Bulk Transportation,46,49,-3,2.8,-5.8,-5.8,-5.7
2022-05-01,RUNFAST GO,3000005067,Bulk Transportation,19.6,18.2,1.4,1.2,0.2,0.2,0.3
2022-06-01,RUNFAST GO,3000013716,Bulk Transportation,423.6,404,19.6,30.9,-11.3,-13.4,-10.5
2022-06-01,RUNFAST GO,3000003933,Bulk Transportation,228,212.1,15.9,17,-1.1,-1.5,-0.6
2022-06-01,RUNFAST GO,3000021742,Bulk Transportation,1047,887.5,159.5,76.2,83.2,83.6,85.3
2022-06-01,RUNFAST GO,3000006629,Bulk Transportation,19.6,18.3,1.3,1.4,-0.1,-0.1,-0.1
2022-04-01,RUNFAST GO,3000021742,Bulk Transportation,975.8,827.4,148.4,55.7,92.7,98.4,94
2022-04-01,RUNFAST GO,3000014687,Bulk Transportation,0.4,0.4,0,0,0,-0.2,0
2022-04-01,RUNFAST GO,3000007523,Bulk Transportation,26.1,24.4,1.8,1.5,0.3,0.2,0.3
2022-04-01,RUNFAST GO,3000012628,Bulk Transportation,63.9,59.6,4.3,3.6,0.7,0.6,0.8
2022-04-01,RUNFAST GO,3000014686,Bulk Transportation,2,1.8,0.1,0.1,0,0,0
2022-04-01,RUNFAST GO,3000017985,Bulk Transportation,77.7,67.9,9.8,4.4,5.4,6.1,5.5
2022-04-01,RUNFAST GO,3000011817,Bulk Transportation,1427,1238.2,188.9,81.6,107.3,114,109.1
2022-04-01,RUNFAST GO,3000013716,Bulk Transportation,159.9,160.4,-0.5,9.1,-9.6,-10.3,-9.4
2022-01-01,RUNFAST GO,3000006119,Bulk Transportation,90.1,111.1,-21,23.5,-44.5,-48.4,-43.9
2022-01-01,RUNFAST GO,3000005420,Bulk Transportation,195.1,168.5,26.6,25.6,1,21.4,1.7
2022-03-01,RUNFAST GO,3000006119,Bulk Transportation,118.5,390.5,-272,64.8,-336.9,-298.1,-335.3
2022-03-01,RUNFAST GO,3000020686,Bulk Transportation,527.7,504.2,23.5,44.8,-21.3,-19.3,-20.2
2022-02-01,RUNFAST GO,3000003478,Bulk Transportation,1263.1,1174,89.1,119.6,-30.6,-28.4,-27.5
2022-02-01,RUNFAST GO,3000006119,Bulk Transportation,319,300.5,18.5,30.2,-11.7,-7.8,-10.9
2022-02-01,RUNFAST GO,3000010251,Bulk Transportation,195.3,175.7,19.6,18.5,1.1,1.7,1.6
2022-02-01,RUNFAST GO,3000007274,Bulk Transportation,456.6,428.5,28,43.3,-15.2,-13.9,-14.1
2022-02-01,RUNFAST GO,3000019368,Bulk Transportation,16.8,16.6,0.3,1.6,-1.3,-0.5,-1.3
2022-02-01,RUNFAST GO,3000001028,Bulk Transportation,80.8,73.9,6.9,7.6,-0.7,-0.6,-0.5
2022-02-01,RUNFAST GO,3000006535,Bulk Transportation,56.4,50.9,5.5,5.3,0.2,0.2,0.3
2022-02-01,RUNFAST GO,3000017985,Bulk Transportation,130.8,113.8,17,12.4,4.6,4.3,5
2022-03-01,RUNFAST GO,3000010295,Bulk Transportation,340,305.5,34.5,23.3,11.2,10,11.8
